rep,ID,timeAfterLastDose,sim_y1,censored,split,color,filter
15,14,24,13.5562,0,All,-1,0
15,15,24,24.8109,0,All,-1,0
16,1,24,28.0514,0,All,-1,0
16,2,24,48.9733,0,All,-1,0
16,3,24,58.8938,0,All,-1,0
16,4,24,61.5181,0,All,-1,0
16,5,24,68.9375,0,All,-1,0
16,6,24,43.899,0,All,-1,0
16,7,24,91.6028,0,All,-1,0
16,8,24,92.121,0,All,-1,0
16,9,24,25.9199,0,All,-1,0
16,10,24,71.0684,0,All,-1,0
16,11,24,82.1288,0,All,-1,0
16,12,24,78.0733,0,All,-1,0
16,13,24,58.7347,0,All,-1,0
16,14,24,10.4652,0,All,-1,0
16,15,24,24.8268,0,All,-1,0
17,1,24,31.1772,0,All,-1,0
17,2,24,42.1237,0,All,-1,0
17,3,24,61.7704,0,All,-1,0
17,4,24,59.2528,0,All,-1,0
17,5,24,74.4309,0,All,-1,0
17,6,24,37.0282,0,All,-1,0
17,7,24,88.5952,0,All,-1,0
17,8,24,70.6518,0,All,-1,0
17,9,24,25.6567,0,All,-1,0
17,10,24,60.6068,0,All,-1,0
17,11,24,56.4242,0,All,-1,0
17,12,24,81.6796,0,All,-1,0
17,13,24,48.2131,0,All,-1,0
17,14,24,15.2003,0,All,-1,0
17,15,24,24.2672,0,All,-1,0
18,1,24,24.2806,0,All,-1,0
18,2,24,63.597,0,All,-1,0
18,3,24,51.8193,0,All,-1,0
18,4,24,69.0681,0,All,-1,0
18,5,24,55.2353,0,All,-1,0
18,6,24,41.9459,0,All,-1,0
18,7,24,60.5787,0,All,-1,0
18,8,24,95.8857,0,All,-1,0
18,9,24,38.6961,0,All,-1,0
18,10,24,59.1076,0,All,-1,0
18,11,24,89.3372,0,All,-1,0
18,12,24,57.4099,0,All,-1,0
18,13,24,52.535,0,All,-1,0
18,14,24,16.845,0,All,-1,0
18,15,24,35.0914,0,All,-1,0
19,1,24,24.417,0,All,-1,0
19,2,24,34.0303,0,All,-1,0
19,3,24,55.8702,0,All,-1,0
19,4,24,70.4278,0,All,-1,0
19,5,24,64.3357,0,All,-1,0
19,6,24,49.3309,0,All,-1,0
19,7,24,104.588,0,All,-1,0
19,8,24,83.1925,0,All,-1,0
19,9,24,31.3275,0,All,-1,0
19,10,24,78.5655,0,All,-1,0
19,11,24,55.8397,0,All,-1,0
19,12,24,92.9297,0,All,-1,0
19,13,24,58.3815,0,All,-1,0
19,14,24,13.135,0,All,-1,0
19,15,24,24.5954,0,All,-1,0
20,1,24,22.9459,0,All,-1,0
20,2,24,45.5213,0,All,-1,0
20,3,24,43.8765,0,All,-1,0
20,4,24,59.5697,0,All,-1,0
20,5,24,32.4286,0,All,-1,0
20,6,24,33.5849,0,All,-1,0
20,7,24,106.705,0,All,-1,0
20,8,24,113.993,0,All,-1,0
20,9,24,27.1193,0,All,-1,0
20,10,24,68.7133,0,All,-1,0
20,11,24,65.4785,0,All,-1,0
20,12,24,57.9152,0,All,-1,0
20,13,24,65.182,0,All,-1,0
20,14,24,12.9074,0,All,-1,0
20,15,24,27.0002,0,All,-1,0
21,1,24,23.3226,0,All,-1,0
21,2,24,60.8368,0,All,-1,0
21,3,24,44.1511,0,All,-1,0
21,4,24,49.7024,0,All,-1,0
21,5,24,68.3041,0,All,-1,0
21,6,24,58.817,0,All,-1,0
21,7,24,82.571,0,All,-1,0
21,8,24,84.2827,0,All,-1,0
21,9,24,44.606,0,All,-1,0
21,10,24,58.1396,0,All,-1,0
21,11,24,89.7474,0,All,-1,0
21,12,24,78.0051,0,All,-1,0
21,13,24,77.6757,0,All,-1,0
21,14,24,14.0689,0,All,-1,0
21,15,24,23.912,0,All,-1,0
22,1,24,26.9533,0,All,-1,0
22,2,24,51.3014,0,All,-1,0
22,3,24,40.8298,0,All,-1,0
22,4,24,63.5619,0,All,-1,0
22,5,24,59.9221,0,All,-1,0
22,6,24,48.6965,0,All,-1,0
22,7,24,59.1479,0,All,-1,0
22,8,24,103.135,0,All,-1,0
22,9,24,35.0424,0,All,-1,0
22,10,24,57.122,0,All,-1,0
22,11,24,73.6571,0,All,-1,0
22,12,24,71.3702,0,All,-1,0
22,13,24,64.9857,0,All,-1,0
22,14,24,12.583,0,All,-1,0
22,15,24,22.6416,0,All,-1,0
23,1,24,25.7705,0,All,-1,0
23,2,24,42.5851,0,All,-1,0
23,3,24,57.8867,0,All,-1,0
23,4,24,65.4083,0,All,-1,0
23,5,24,56.9394,0,All,-1,0
23,6,24,51.184,0,All,-1,0
23,7,24,77.4113,0,All,-1,0
23,8,24,83.7746,0,All,-1,0
23,9,24,42.0214,0,All,-1,0
23,10,24,43.4366,0,All,-1,0
23,11,24,65.924,0,All,-1,0
23,12,24,81.755,0,All,-1,0
