rep,ID,timeAfterLastDose,sim_y1,censored,split,color,filter
129,1,24,24.0291,0,All,-1,0
129,2,24,45.2505,0,All,-1,0
129,3,24,37.8519,0,All,-1,0
129,4,24,75.9507,0,All,-1,0
129,5,24,55.1022,0,All,-1,0
129,6,24,63.8956,0,All,-1,0
129,7,24,91.4478,0,All,-1,0
129,8,24,99.7401,0,All,-1,0
129,9,24,23.731,0,All,-1,0
129,10,24,53.5727,0,All,-1,0
129,11,24,75.2204,0,All,-1,0
129,12,24,94.0824,0,All,-1,0
129,13,24,69.115,0,All,-1,0
129,14,24,13.8291,0,All,-1,0
129,15,24,31.6929,0,All,-1,0
130,1,24,21.9674,0,All,-1,0
130,2,24,49.8695,0,All,-1,0
130,3,24,54.3005,0,All,-1,0
130,4,24,64.1433,0,All,-1,0
130,5,24,65.8765,0,All,-1,0
130,6,24,54.3609,0,All,-1,0
130,7,24,98.5979,0,All,-1,0
130,8,24,81.7476,0,All,-1,0
130,9,24,37.2843,0,All,-1,0
130,10,24,71.4855,0,All,-1,0
130,11,24,69.3225,0,All,-1,0
130,12,24,92.5641,0,All,-1,0
130,13,24,46.9327,0,All,-1,0
130,14,24,12.1637,0,All,-1,0
130,15,24,30.5209,0,All,-1,0
131,1,24,28.288,0,All,-1,0
131,2,24,51.5378,0,All,-1,0
131,3,24,33.7007,0,All,-1,0
131,4,24,74.6182,0,All,-1,0
131,5,24,67.8391,0,All,-1,0
131,6,24,34.8185,0,All,-1,0
131,7,24,76.2789,0,All,-1,0
131,8,24,90.5192,0,All,-1,0
131,9,24,29.8071,0,All,-1,0
131,10,24,65.981,0,All,-1,0
131,11,24,100.2,0,All,-1,0
131,12,24,106.248,0,All,-1,0
131,13,24,55.1667,0,All,-1,0
131,14,24,12.4222,0,All,-1,0
131,15,24,27.2129,0,All,-1,0
132,1,24,30.5478,0,All,-1,0
132,2,24,46.9846,0,All,-1,0
132,3,24,47.9561,0,All,-1,0
132,4,24,56.9289,0,All,-1,0
132,5,24,51.3597,0,All,-1,0
132,6,24,53.4782,0,All,-1,0
132,7,24,69.4035,0,All,-1,0
132,8,24,101.741,0,All,-1,0
132,9,24,32.5686,0,All,-1,0
132,10,24,57.6372,0,All,-1,0
132,11,24,74.1458,0,All,-1,0
132,12,24,75.0603,0,All,-1,0
132,13,24,63.0938,0,All,-1,0
132,14,24,14.7536,0,All,-1,0
132,15,24,21.87,0,All,-1,0
133,1,24,28.4937,0,All,-1,0
133,2,24,43.9927,0,All,-1,0
133,3,24,50.0809,0,All,-1,0
133,4,24,69.4362,0,All,-1,0
133,5,24,31.3256,0,All,-1,0
133,6,24,46.2689,0,All,-1,0
133,7,24,90.6688,0,All,-1,0
133,8,24,88.2557,0,All,-1,0
133,9,24,32.883,0,All,-1,0
133,10,24,61.6234,0,All,-1,0
133,11,24,49.4004,0,All,-1,0
133,12,24,96.7747,0,All,-1,0
133,13,24,51.6889,0,All,-1,0
133,14,24,15.3937,0,All,-1,0
133,15,24,26.9031,0,All,-1,0
134,1,24,29.7113,0,All,-1,0
134,2,24,42.4806,0,All,-1,0
134,3,24,67.7756,0,All,-1,0
134,4,24,65.6056,0,All,-1,0
134,5,24,64.4537,0,All,-1,0
134,6,24,55.8875,0,All,-1,0
134,7,24,84.3086,0,All,-1,0
134,8,24,81.5096,0,All,-1,0
134,9,24,29.1775,0,All,-1,0
134,10,24,59.3466,0,All,-1,0
134,11,24,64.4506,0,All,-1,0
134,12,24,68.2645,0,All,-1,0
134,13,24,63.5806,0,All,-1,0
134,14,24,11.3916,0,All,-1,0
134,15,24,18.0831,0,All,-1,0
135,1,24,26.83,0,All,-1,0
135,2,24,43.8736,0,All,-1,0
135,3,24,52.2911,0,All,-1,0
135,4,24,60.1994,0,All,-1,0
135,5,24,60.426,0,All,-1,0
135,6,24,44.1686,0,All,-1,0
135,7,24,92.5098,0,All,-1,0
135,8,24,106.394,0,All,-1,0
135,9,24,30.405,0,All,-1,0
135,10,24,68.9241,0,All,-1,0
135,11,24,69.3177,0,All,-1,0
135,12,24,91.2682,0,All,-1,0
135,13,24,45.4961,0,All,-1,0
135,14,24,17.2495,0,All,-1,0
135,15,24,30.0524,0,All,-1,0
136,1,24,23.2159,0,All,-1,0
136,2,24,47.8153,0,All,-1,0
136,3,24,45.2778,0,All,-1,0
136,4,24,59.6938,0,All,-1,0
136,5,24,64.5255,0,All,-1,0
136,6,24,46.287,0,All,-1,0
136,7,24,74.4003,0,All,-1,0
136,8,24,89.2854,0,All,-1,0
136,9,24,27.831,0,All,-1,0
136,10,24,72.5639,0,All,-1,0
136,11,24,74.3482,0,All,-1,0
136,12,24,77.3375,0,All,-1,0
136,13,24,58.1891,0,All,-1,0
136,14,24,8.6371,0,All,-1,0
136,15,24,24.7973,0,All,-1,0
137,1,24,24.6149,0,All,-1,0
137,2,24,48.5013,0,All,-1,0
137,3,24,59.3372,0,All,-1,0
137,4,24,70.2099,0,All,-1,0
137,5,24,59.702,0,All,-1,0
137,6,24,54.4486,0,All,-1,0
137,7,24,77.4479,0,All,-1,0
137,8,24,90.6214,0,All,-1,0
137,9,24,17.9098,0,All,-1,0
137,10,24,80.4149,0,All,-1,0
137,11,24,88.7186,0,All,-1,0
137,12,24,88.1164,0,All,-1,0
137,13,24,54.5809,0,All,-1,0
137,14,24,10.07,0,All,-1,0
137,15,24,27.7784,0,All,-1,0
138,1,24,24.2172,0,All,-1,0
138,2,24,36.9067,0,All,-1,0
138,3,24,49.7334,0,All,-1,0
138,4,24,53.4124,0,All,-1,0
138,5,24,57.9717,0,All,-1,0
138,6,24,61.5237,0,All,-1,0
138,7,24,107.841,0,All,-1,0
138,8,24,89.2146,0,All,-1,0
138,9,24,33.4434,0,All,-1,0
138,10,24,78.9975,0,All,-1,0
138,11,24,83.9231,0,All,-1,0
138,12,24,107.657,0,All,-1,0
138,13,24,58.3763,0,All,-1,0
138,14,24,15.1176,0,All,-1,0
138,15,24,20.0089,0,All,-1,0
139,1,24,30.8665,0,All,-1,0
139,2,24,44.051,0,All,-1,0
139,3,24,55.8381,0,All,-1,0
139,4,24,45.9556,0,All,-1,0
139,5,24,69.2427,0,All,-1,0
139,6,24,49.2744,0,All,-1,0
139,7,24,88.6266,0,All,-1,0
139,8,24,99.4549,0,All,-1,0
139,9,24,30.9967,0,All,-1,0
139,10,24,64.9586,0,All,-1,0
139,11,24,85.9309,0,All,-1,0
139,12,24,72.0544,0,All,-1,0
139,13,24,67.0202,0,All,-1,0
139,14,24,11.4301,0,All,-1,0
139,15,24,29.4371,0,All,-1,0
140,1,24,33.3963,0,All,-1,0
140,2,24,48.5928,0,All,-1,0
140,3,24,64.3455,0,All,-1,0
140,4,24,41.1338,0,All,-1,0
140,5,24,62.4535,0,All,-1,0
140,6,24,57.1343,0,All,-1,0
140,7,24,77.5344,0,All,-1,0
140,8,24,91.9048,0,All,-1,0
140,9,24,31.299,0,All,-1,0
140,10,24,67.2552,0,All,-1,0
140,11,24,71.9817,0,All,-1,0
140,12,24,109.338,0,All,-1,0
140,13,24,70.2064,0,All,-1,0
140,14,24,10.4932,0,All,-1,0
140,15,24,27.4851,0,All,-1,0
141,1,24,16.6235,0,All,-1,0
141,2,24,56.7044,0,All,-1,0
141,3,24,55.1654,0,All,-1,0
141,4,24,70.6225,0,All,-1,0
141,5,24,48.7993,0,All,-1,0
141,6,24,45.0619,0,All,-1,0
141,7,24,77.4491,0,All,-1,0
141,8,24,93.3051,0,All,-1,0
141,9,24,34.1047,0,All,-1,0
141,10,24,67.3096,0,All,-1,0
141,11,24,88.3641,0,All,-1,0
141,12,24,60.1103,0,All,-1,0
141,13,24,46.9552,0,All,-1,0
141,14,24,18.7545,0,All,-1,0
141,15,24,22.7731,0,All,-1,0
142,1,24,24.7848,0,All,-1,0
142,2,24,50.2844,0,All,-1,0
142,3,24,45.965,0,All,-1,0
142,4,24,54.885,0,All,-1,0
142,5,24,64.0306,0,All,-1,0
142,6,24,35.0786,0,All,-1,0
142,7,24,63.7248,0,All,-1,0
142,8,24,66.0238,0,All,-1,0
142,9,24,30.1322,0,All,-1,0
142,10,24,43.1773,0,All,-1,0
142,11,24,71.7989,0,All,-1,0
142,12,24,92.4764,0,All,-1,0
142,13,24,53.0717,0,All,-1,0
142,14,24,14.9585,0,All,-1,0
142,15,24,22.3494,0,All,-1,0
143,1,24,19.8452,0,All,-1,0
143,2,24,54.0963,0,All,-1,0
143,3,24,44.3349,0,All,-1,0
143,4,24,57.4228,0,All,-1,0
143,5,24,48.021,0,All,-1,0
143,6,24,38.9279,0,All,-1,0
143,7,24,76.9591,0,All,-1,0
143,8,24,86.2473,0,All,-1,0
143,9,24,32.6592,0,All,-1,0
143,10,24,60.9716,0,All,-1,0
143,11,24,72.0687,0,All,-1,0
143,12,24,69.9806,0,All,-1,0
143,13,24,78.619,0,All,-1,0
143,14,24,12.154,0,All,-1,0
143,15,24,35.0895,0,All,-1,0
144,1,24,27.7789,0,All,-1,0
144,2,24,57.6459,0,All,-1,0
144,3,24,51.0022,0,All,-1,0
144,4,24,58.2083,0,All,-1,0
144,5,24,51.2956,0,All,-1,0
144,6,24,56.6307,0,All,-1,0
144,7,24,56.2566,0,All,-1,0
144,8,24,82.496,0,All,-1,0
144,9,24,31.509,0,All,-1,0
144,10,24,58.4596,0,All,-1,0
144,11,24,60.5035,0,All,-1,0
144,12,24,58.8701,0,All,-1,0
144,13,24,55.2869,0,All,-1,0
144,14,24,12.2352,0,All,-1,0
144,15,24,21.1877,0,All,-1,0
145,1,24,22.7883,0,All,-1,0
145,2,24,44.7264,0,All,-1,0
145,3,24,51.4277,0,All,-1,0
145,4,24,50.2342,0,All,-1,0
145,5,24,77.3708,0,All,-1,0
145,6,24,43.1858,0,All,-1,0
145,7,24,82.027,0,All,-1,0
145,8,24,65.1282,0,All,-1,0
145,9,24,39.5582,0,All,-1,0
145,10,24,67.1261,0,All,-1,0
145,11,24,87.5196,0,All,-1,0
145,12,24,80.9096,0,All,-1,0
145,13,24,42.1797,0,All,-1,0
145,14,24,11.7118,0,All,-1,0
145,15,24,27.644,0,All,-1,0
146,1,24,24.789,0,All,-1,0
146,2,24,33.5698,0,All,-1,0
146,3,24,42.865,0,All,-1,0
146,4,24,45.2611,0,All,-1,0
146,5,24,50.6948,0,All,-1,0
146,6,24,48.166,0,All,-1,0
146,7,24,98.0409,0,All,-1,0
146,8,24,83.531,0,All,-1,0
146,9,24,35.1263,0,All,-1,0
146,10,24,80.633,0,All,-1,0
146,11,24,73.0745,0,All,-1,0
146,12,24,108.433,0,All,-1,0
146,13,24,45.6754,0,All,-1,0
146,14,24,14.3311,0,All,-1,0
146,15,24,23.7964,0,All,-1,0
147,1,24,27.6394,0,All,-1,0
147,2,24,43.4945,0,All,-1,0
147,3,24,29.7548,0,All,-1,0
147,4,24,75.9129,0,All,-1,0
147,5,24,58.5882,0,All,-1,0
147,6,24,49.6937,0,All,-1,0
147,7,24,98.1031,0,All,-1,0
147,8,24,38.9811,0,All,-1,0
147,9,24,27.6826,0,All,-1,0
147,10,24,66.5525,0,All,-1,0
147,11,24,59.2706,0,All,-1,0
147,12,24,73.3507,0,All,-1,0
147,13,24,60.9763,0,All,-1,0
147,14,24,18.3382,0,All,-1,0
147,15,24,21.9665,0,All,-1,0
148,1,24,29.8751,0,All,-1,0
148,2,24,56.4637,0,All,-1,0
148,3,24,57.565,0,All,-1,0
148,4,24,72.2933,0,All,-1,0
148,5,24,77.9894,0,All,-1,0
148,6,24,44.665,0,All,-1,0
148,7,24,83.2037,0,All,-1,0
148,8,24,78.9878,0,All,-1,0
148,9,24,45.4923,0,All,-1,0
148,10,24,57.4458,0,All,-1,0
148,11,24,98.0061,0,All,-1,0
148,12,24,104.824,0,All,-1,0
148,13,24,46.4544,0,All,-1,0
148,14,24,14.445,0,All,-1,0
148,15,24,27.6665,0,All,-1,0
149,1,24,25.3549,0,All,-1,0
149,2,24,49.747,0,All,-1,0
149,3,24,62.1903,0,All,-1,0
149,4,24,54.714,0,All,-1,0
149,5,24,69.6958,0,All,-1,0
149,6,24,54.4512,0,All,-1,0
149,7,24,74.7416,0,All,-1,0
149,8,24,103.207,0,All,-1,0
149,9,24,28.531,0,All,-1,0
149,10,24,50.8193,0,All,-1,0
149,11,24,84.2761,0,All,-1,0
149,12,24,71.8659,0,All,-1,0
149,13,24,41.6183,0,All,-1,0
149,14,24,18.6366,0,All,-1,0
149,15,24,21.9898,0,All,-1,0
150,1,24,24.2485,0,All,-1,0
150,2,24,52.9703,0,All,-1,0
150,3,24,70.1306,0,All,-1,0
150,4,24,58.5818,0,All,-1,0
150,5,24,68.9993,0,All,-1,0
150,6,24,64.2749,0,All,-1,0
150,7,24,77.874,0,All,-1,0
150,8,24,75.4578,0,All,-1,0
150,9,24,31.6525,0,All,-1,0
150,10,24,54.8018,0,All,-1,0
150,11,24,99.5727,0,All,-1,0
150,12,24,70.1883,0,All,-1,0
150,13,24,45.651,0,All,-1,0
150,14,24,10.2606,0,All,-1,0
150,15,24,20.9487,0,All,-1,0
151,1,24,27.0221,0,All,-1,0
151,2,24,59.992,0,All,-1,0
151,3,24,62.2249,0,All,-1,0
151,4,24,73.158,0,All,-1,0
151,5,24,59.7441,0,All,-1,0
151,6,24,52.8884,0,All,-1,0
151,7,24,70.675,0,All,-1,0
151,8,24,70.4872,0,All,-1,0
151,9,24,29.048,0,All,-1,0
151,10,24,53.8241,0,All,-1,0
151,11,24,87.4702,0,All,-1,0
151,12,24,63.954,0,All,-1,0
151,13,24,45.9581,0,All,-1,0
151,14,24,10.4146,0,All,-1,0
151,15,24,27.4324,0,All,-1,0
152,1,24,27.6317,0,All,-1,0
152,2,24,42.0474,0,All,-1,0
152,3,24,51.0725,0,All,-1,0
152,4,24,58.6773,0,All,-1,0
152,5,24,72.7892,0,All,-1,0
152,6,24,59.8777,0,All,-1,0
152,7,24,67.8562,0,All,-1,0
152,8,24,87.7424,0,All,-1,0
152,9,24,33.4587,0,All,-1,0
152,10,24,69.774,0,All,-1,0
152,11,24,74.4299,0,All,-1,0
152,12,24,75.1584,0,All,-1,0
152,13,24,54.3233,0,All,-1,0
152,14,24,19.0017,0,All,-1,0
152,15,24,25.7841,0,All,-1,0
153,1,24,21.7059,0,All,-1,0
153,2,24,56.7466,0,All,-1,0
153,3,24,49.7408,0,All,-1,0
153,4,24,54.3842,0,All,-1,0
153,5,24,64.8396,0,All,-1,0
153,6,24,49.4019,0,All,-1,0
153,7,24,70.8232,0,All,-1,0
153,8,24,96.6494,0,All,-1,0
153,9,24,32.3073,0,All,-1,0
153,10,24,76.6999,0,All,-1,0
153,11,24,76.2936,0,All,-1,0
153,12,24,61.5102,0,All,-1,0
153,13,24,57.0122,0,All,-1,0
153,14,24,12.9899,0,All,-1,0
153,15,24,21.4373,0,All,-1,0
154,1,24,23.8943,0,All,-1,0
154,2,24,50.7284,0,All,-1,0
154,3,24,59.8162,0,All,-1,0
154,4,24,40.1293,0,All,-1,0
154,5,24,62.8266,0,All,-1,0
154,6,24,61.9903,0,All,-1,0
154,7,24,73.0027,0,All,-1,0
154,8,24,87.7031,0,All,-1,0
154,9,24,38.5007,0,All,-1,0
154,10,24,51.9896,0,All,-1,0
154,11,24,64.5668,0,All,-1,0
154,12,24,89.3987,0,All,-1,0
154,13,24,54.399,0,All,-1,0
154,14,24,14.4663,0,All,-1,0
154,15,24,27.4375,0,All,-1,0
155,1,24,35.4079,0,All,-1,0
155,2,24,45.2327,0,All,-1,0
155,3,24,61.7244,0,All,-1,0
155,4,24,56.8191,0,All,-1,0
155,5,24,65.2273,0,All,-1,0
155,6,24,37.5198,0,All,-1,0
155,7,24,94.0888,0,All,-1,0
155,8,24,87.2827,0,All,-1,0
155,9,24,29.7346,0,All,-1,0
155,10,24,48.6129,0,All,-1,0
155,11,24,92.19,0,All,-1,0
155,12,24,76.4187,0,All,-1,0
155,13,24,53.4053,0,All,-1,0
155,14,24,15.7569,0,All,-1,0
155,15,24,27.1246,0,All,-1,0
156,1,24,28.0276,0,All,-1,0
156,2,24,35.381,0,All,-1,0
156,3,24,49.7155,0,All,-1,0
156,4,24,71.1305,0,All,-1,0
156,5,24,70.0073,0,All,-1,0
156,6,24,42.5657,0,All,-1,0
156,7,24,80.9219,0,All,-1,0
156,8,24,100.569,0,All,-1,0
156,9,24,38.9408,0,All,-1,0
156,10,24,73.8648,0,All,-1,0
156,11,24,52.7753,0,All,-1,0
156,12,24,86.5588,0,All,-1,0
156,13,24,57.1743,0,All,-1,0
156,14,24,12.539,0,All,-1,0
156,15,24,30.8997,0,All,-1,0
157,1,24,26.061,0,All,-1,0
157,2,24,48.5519,0,All,-1,0
157,3,24,40.7283,0,All,-1,0
157,4,24,49.0836,0,All,-1,0
157,5,24,74.1863,0,All,-1,0
157,6,24,38.3167,0,All,-1,0
157,7,24,85.8864,0,All,-1,0
157,8,24,79.7603,0,All,-1,0
157,9,24,28.6248,0,All,-1,0
157,10,24,70.7806,0,All,-1,0
157,11,24,70.699,0,All,-1,0
157,12,24,77.6981,0,All,-1,0
157,13,24,42.6511,0,All,-1,0
157,14,24,10.6775,0,All,-1,0
157,15,24,37.1464,0,All,-1,0
158,1,24,17.5036,0,All,-1,0
158,2,24,55.4867,0,All,-1,0
158,3,24,50.027,0,All,-1,0
158,4,24,53.0915,0,All,-1,0
158,5,24,41.9964,0,All,-1,0
158,6,24,58.9895,0,All,-1,0
158,7,24,65.2413,0,All,-1,0
158,8,24,84.9115,0,All,-1,0
158,9,24,39.5262,0,All,-1,0
158,10,24,45.8129,0,All,-1,0
158,11,24,71.6535,0,All,-1,0
158,12,24,82.5793,0,All,-1,0
158,13,24,57.6409,0,All,-1,0
158,14,24,14.5783,0,All,-1,0
158,15,24,28.3816,0,All,-1,0
159,1,24,32.0681,0,All,-1,0
159,2,24,41.3006,0,All,-1,0
159,3,24,66.4193,0,All,-1,0
159,4,24,62.7631,0,All,-1,0
159,5,24,51.4937,0,All,-1,0
159,6,24,39.9824,0,All,-1,0
159,7,24,59.5704,0,All,-1,0
159,8,24,80.8545,0,All,-1,0
159,9,24,20.5315,0,All,-1,0
159,10,24,65.5827,0,All,-1,0
159,11,24,86.6925,0,All,-1,0
159,12,24,88.6705,0,All,-1,0
159,13,24,62.8458,0,All,-1,0
159,14,24,20.1791,0,All,-1,0
159,15,24,29.1838,0,All,-1,0
160,1,24,33.37,0,All,-1,0
160,2,24,50.166,0,All,-1,0
160,3,24,50.7331,0,All,-1,0
160,4,24,68.4383,0,All,-1,0
160,5,24,62.3148,0,All,-1,0
160,6,24,58.2567,0,All,-1,0
160,7,24,68.2455,0,All,-1,0
160,8,24,110.537,0,All,-1,0
160,9,24,31.3434,0,All,-1,0
160,10,24,74.9401,0,All,-1,0
160,11,24,100.065,0,All,-1,0
160,12,24,82.5486,0,All,-1,0
160,13,24,60.3274,0,All,-1,0
160,14,24,11.479,0,All,-1,0
160,15,24,28.0926,0,All,-1,0
161,1,24,30.3843,0,All,-1,0
161,2,24,39.8349,0,All,-1,0
161,3,24,55.4228,0,All,-1,0
161,4,24,64.3077,0,All,-1,0
161,5,24,55.1932,0,All,-1,0
161,6,24,57.417,0,All,-1,0
161,7,24,81.7973,0,All,-1,0
161,8,24,97.7658,0,All,-1,0
161,9,24,32.6122,0,All,-1,0
161,10,24,75.5641,0,All,-1,0
161,11,24,66.2989,0,All,-1,0
161,12,24,101.683,0,All,-1,0
161,13,24,61.1157,0,All,-1,0
161,14,24,12.6824,0,All,-1,0
161,15,24,32.1927,0,All,-1,0
162,1,24,17.6529,0,All,-1,0
162,2,24,39.9382,0,All,-1,0
162,3,24,52.2906,0,All,-1,0
162,4,24,70.0338,0,All,-1,0
162,5,24,64.214,0,All,-1,0
162,6,24,54.5529,0,All,-1,0
162,7,24,80.1763,0,All,-1,0
162,8,24,78.2767,0,All,-1,0
162,9,24,32.4831,0,All,-1,0
162,10,24,67.1189,0,All,-1,0
162,11,24,70.3493,0,All,-1,0
162,12,24,71.0755,0,All,-1,0
162,13,24,66.38,0,All,-1,0
162,14,24,18.6334,0,All,-1,0
162,15,24,23.0001,0,All,-1,0
163,1,24,22.6078,0,All,-1,0
163,2,24,34.7572,0,All,-1,0
163,3,24,36.732,0,All,-1,0
163,4,24,58.4763,0,All,-1,0
163,5,24,69.9186,0,All,-1,0
163,6,24,29.5773,0,All,-1,0
163,7,24,77.0611,0,All,-1,0
163,8,24,82.576,0,All,-1,0
163,9,24,41.0306,0,All,-1,0
163,10,24,80.25,0,All,-1,0
163,11,24,83.585,0,All,-1,0
163,12,24,89.9551,0,All,-1,0
163,13,24,60.0376,0,All,-1,0
163,14,24,10.7803,0,All,-1,0
163,15,24,31.1475,0,All,-1,0
164,1,24,18.2339,0,All,-1,0
164,2,24,47.4269,0,All,-1,0
164,3,24,61.009,0,All,-1,0
164,4,24,38.6405,0,All,-1,0
164,5,24,54.6736,0,All,-1,0
164,6,24,61.8496,0,All,-1,0
164,7,24,62.0549,0,All,-1,0
164,8,24,108.313,0,All,-1,0
164,9,24,33.1727,0,All,-1,0
164,10,24,77.646,0,All,-1,0
164,11,24,86.572,0,All,-1,0
164,12,24,92.2501,0,All,-1,0
164,13,24,30.0142,0,All,-1,0
164,14,24,13.576,0,All,-1,0
164,15,24,26.2051,0,All,-1,0
165,1,24,25.2514,0,All,-1,0
165,2,24,47.1225,0,All,-1,0
165,3,24,48.7564,0,All,-1,0
165,4,24,48.2451,0,All,-1,0
165,5,24,83.6961,0,All,-1,0
165,6,24,52.1481,0,All,-1,0
165,7,24,85.6759,0,All,-1,0
165,8,24,78.1531,0,All,-1,0
165,9,24,30.1998,0,All,-1,0
165,10,24,61.0568,0,All,-1,0
165,11,24,78.0115,0,All,-1,0
165,12,24,88.4454,0,All,-1,0
165,13,24,58.2394,0,All,-1,0
165,14,24,13.9845,0,All,-1,0
165,15,24,24.3342,0,All,-1,0
166,1,24,26.893,0,All,-1,0
166,2,24,54.5527,0,All,-1,0
166,3,24,67.5012,0,All,-1,0
166,4,24,79.647,0,All,-1,0
166,5,24,79.9892,0,All,-1,0
166,6,24,57.5181,0,All,-1,0
166,7,24,71.8406,0,All,-1,0
166,8,24,101.738,0,All,-1,0
166,9,24,35.2277,0,All,-1,0
166,10,24,68.881,0,All,-1,0
166,11,24,82.4907,0,All,-1,0
166,12,24,99.1138,0,All,-1,0
166,13,24,50.1828,0,All,-1,0
166,14,24,11.1873,0,All,-1,0
166,15,24,28.8807,0,All,-1,0
167,1,24,25.3065,0,All,-1,0
167,2,24,48.3601,0,All,-1,0
167,3,24,51.1879,0,All,-1,0
167,4,24,55.139,0,All,-1,0
167,5,24,68.3681,0,All,-1,0
167,6,24,46.2058,0,All,-1,0
167,7,24,96.9894,0,All,-1,0
167,8,24,98.6496,0,All,-1,0
167,9,24,43.4256,0,All,-1,0
167,10,24,52.5641,0,All,-1,0
167,11,24,95.8588,0,All,-1,0
167,12,24,65.5101,0,All,-1,0
167,13,24,72.288,0,All,-1,0
167,14,24,13.4283,0,All,-1,0
167,15,24,36.1811,0,All,-1,0
168,1,24,31.2009,0,All,-1,0
168,2,24,47.0703,0,All,-1,0
168,3,24,62.788,0,All,-1,0
168,4,24,41.2189,0,All,-1,0
168,5,24,59.6951,0,All,-1,0
168,6,24,57.0956,0,All,-1,0
168,7,24,52.6148,0,All,-1,0
168,8,24,91.1321,0,All,-1,0
168,9,24,24.2382,0,All,-1,0
168,10,24,67.2354,0,All,-1,0
168,11,24,73.4694,0,All,-1,0
168,12,24,84.3591,0,All,-1,0
168,13,24,49.3371,0,All,-1,0
168,14,24,12.9831,0,All,-1,0
168,15,24,24.8654,0,All,-1,0
169,1,24,29.3756,0,All,-1,0
169,2,24,50.3005,0,All,-1,0
169,3,24,67.1865,0,All,-1,0
169,4,24,41.0073,0,All,-1,0
169,5,24,58.5763,0,All,-1,0
169,6,24,42.0834,0,All,-1,0
169,7,24,73.156,0,All,-1,0
169,8,24,99.5404,0,All,-1,0
169,9,24,37.6639,0,All,-1,0
169,10,24,50.1051,0,All,-1,0
169,11,24,82.6446,0,All,-1,0
169,12,24,80.2385,0,All,-1,0
169,13,24,43.7016,0,All,-1,0
169,14,24,16.3176,0,All,-1,0
169,15,24,24.469,0,All,-1,0
170,1,24,35.1895,0,All,-1,0
170,2,24,47.5208,0,All,-1,0
170,3,24,61.9007,0,All,-1,0
170,4,24,62.8032,0,All,-1,0
170,5,24,59.5079,0,All,-1,0
170,6,24,51.4459,0,All,-1,0
170,7,24,66.6252,0,All,-1,0
170,8,24,76.6092,0,All,-1,0
170,9,24,35.7752,0,All,-1,0
170,10,24,51.4378,0,All,-1,0
170,11,24,76.4662,0,All,-1,0
170,12,24,74.6313,0,All,-1,0
170,13,24,53.1034,0,All,-1,0
170,14,24,14.5421,0,All,-1,0
170,15,24,30.1288,0,All,-1,0
171,1,24,23.4937,0,All,-1,0
171,2,24,56.6431,0,All,-1,0
171,3,24,54.035,0,All,-1,0
171,4,24,77.1543,0,All,-1,0
171,5,24,46.7164,0,All,-1,0
171,6,24,42.5603,0,All,-1,0
171,7,24,99.4183,0,All,-1,0
171,8,24,110.586,0,All,-1,0
171,9,24,23.1538,0,All,-1,0
171,10,24,52.5626,0,All,-1,0
171,11,24,76.9532,0,All,-1,0
171,12,24,80.2472,0,All,-1,0
171,13,24,52.7747,0,All,-1,0
171,14,24,14.5357,0,All,-1,0
171,15,24,20.9531,0,All,-1,0
172,1,24,20.5031,0,All,-1,0
172,2,24,49.8905,0,All,-1,0
172,3,24,61.6211,0,All,-1,0
172,4,24,50.8339,0,All,-1,0
172,5,24,49.0432,0,All,-1,0
172,6,24,52.4727,0,All,-1,0
172,7,24,76.9447,0,All,-1,0
172,8,24,96.2593,0,All,-1,0
172,9,24,30.7915,0,All,-1,0
172,10,24,83.2787,0,All,-1,0
172,11,24,78.7355,0,All,-1,0
172,12,24,110.132,0,All,-1,0
172,13,24,62.4656,0,All,-1,0
172,14,24,12.5594,0,All,-1,0
172,15,24,25.1963,0,All,-1,0
173,1,24,27.2546,0,All,-1,0
173,2,24,45.7154,0,All,-1,0
173,3,24,66.786,0,All,-1,0
173,4,24,75.475,0,All,-1,0
173,5,24,70.8784,0,All,-1,0
173,6,24,54.6833,0,All,-1,0
173,7,24,82.4531,0,All,-1,0
173,8,24,76.6393,0,All,-1,0
173,9,24,28.66,0,All,-1,0
173,10,24,53.9709,0,All,-1,0
173,11,24,68.1743,0,All,-1,0
173,12,24,67.5984,0,All,-1,0
173,13,24,48.8976,0,All,-1,0
173,14,24,13.643,0,All,-1,0
173,15,24,33.5347,0,All,-1,0
174,1,24,23.2045,0,All,-1,0
174,2,24,64.5976,0,All,-1,0
174,3,24,53.2176,0,All,-1,0
174,4,24,70.4505,0,All,-1,0
174,5,24,73.7549,0,All,-1,0
174,6,24,56.1421,0,All,-1,0
174,7,24,56.7736,0,All,-1,0
174,8,24,91.1605,0,All,-1,0
174,9,24,35.4365,0,All,-1,0
174,10,24,50.2869,0,All,-1,0
174,11,24,81.8619,0,All,-1,0
174,12,24,88.2667,0,All,-1,0
174,13,24,55.3498,0,All,-1,0
174,14,24,9.59795,0,All,-1,0
174,15,24,28.3699,0,All,-1,0
175,1,24,24.1471,0,All,-1,0
175,2,24,37.0638,0,All,-1,0
175,3,24,54.9093,0,All,-1,0
175,4,24,52.6612,0,All,-1,0
175,5,24,54.9595,0,All,-1,0
175,6,24,46.5167,0,All,-1,0
175,7,24,83.9317,0,All,-1,0
175,8,24,83.8109,0,All,-1,0
175,9,24,42.3541,0,All,-1,0
175,10,24,76.9486,0,All,-1,0
175,11,24,90.9243,0,All,-1,0
175,12,24,66.9064,0,All,-1,0
175,13,24,48.4562,0,All,-1,0
